10 10
0 0 -261.5879476326639
0 1 -622.7944596079835
0 2 -13.130731236011476
0 3 -118.17073133209274
0 4 285.7280536822121
0 5 -197.46769516720104
0 6 -313.7365479907331
0 7 -10.548204948300137
0 8 -77.24792640299714
0 9 180.24871446206674
1 0 688.4002276825317
1 1 1100.6101258946464
1 2 588.4950906988893
1 3 129.55504948031972
1 4 -549.9470419760901
1 5 192.90124703631528
1 6 128.9980499919524
1 7 181.27718652070237
1 8 455.24654616049713
1 9 -1042.158224887667
2 0 211.08485044901357
2 1 -359.24945571002525
2 2 369.51434627330093
2 3 322.467561179588
2 4 -180.36859384563087
2 5 1693.3670776818644
2 6 -224.12629920041323
2 7 495.9205352890751
2 8 -341.8279666004668
2 9 -579.6211109622608
3 0 24.706367550494278
3 1 86.93094834824859
3 2 113.09575771617396
3 3 -5.807794663285225
3 4 -84.48713102606497
3 5 -283.7220194249577
3 6 2.0345107462064753
3 7 52.24462810178805
3 8 161.91620493832852
3 9 -69.37648528898758
4 0 76.45039929633337
4 1 110.1470146373061
4 2 109.89032546939269
4 3 84.7139058721409
4 4 97.11491179731978
4 5 300.77346493676293
4 6 121.42484657263903
4 7 83.11484295970185
4 8 -293.60849039708484
4 9 -38.25393451400537
5 0 -604.057706595395
5 1 -239.42470633589568
5 2 751.0476456004726
5 3 -154.74056002887306
5 4 1.6385806872287674
5 5 550.4212305797452
5 6 80.9255830750254
5 7 530.5808006985473
5 8 350.5897427640361
5 9 -614.1991731715273
6 0 -642.5462014044062
6 1 -79.7576958619405
6 2 -426.3849294655211
6 3 -169.32980567775382
6 4 114.26965425789601
6 5 142.0430809495081
6 6 -392.4535965876663
6 7 -246.76212382490206
6 8 -337.33870619517006
6 9 18.207812346372034
7 0 161.1317078708667
7 1 206.36994735186272
7 2 538.6937232117098
7 3 289.8340919437561
7 4 -39.92578704746966
7 5 -76.9531939372956
7 6 505.0034960700664
7 7 474.2310707223781
7 8 -99.97386950593699
7 9 177.07851141541636
8 0 286.24528538549555
8 1 -201.23827572045226
8 2 326.61699662390123
8 3 -357.7929166683457
8 4 -598.9543251785542
8 5 739.6551986351864
8 6 428.49246942619516
8 7 3.319701663002995
8 8 183.74967044318947
8 9 -600.2331721157186
9 0 325.3111427823003
9 1 333.13350726543035
9 2 366.684679671646
9 3 137.86088743362302
9 4 -1265.6866998190874
9 5 434.06434339510685
9 6 498.6426197321955
9 7 421.22095341063846
9 8 188.46872154923412
9 9 -299.07201628126705
