10 10
0 0 -6.449892582742116
0 1 16.975951134632062
0 7 5.67709924376786
0 9 16.760716409657746
1 0 -4.971501765115272
1 2 25.724691520820276
1 3 -11.716195695781002
1 4 47.73798597352895
1 5 -5.863400116239855
1 6 -32.367242714799
1 8 9.885940394434932
1 9 -11.29305403048515
2 0 -30.140222256934276
2 1 -1.4565294125710935
2 2 4.131124892489451
2 7 -7.339123838163773
2 8 28.164225290814414
3 0 15.481040499927905
3 2 -6.68501155845852
3 3 2.7901120543040756
3 5 4.276449461333859
3 7 -1.777017163037558
4 0 -21.811239854428536
4 2 -8.16876366900237
4 3 -5.050276720789632
4 4 10.327818294186992
4 5 -10.074155422704225
4 8 -0.011084308219366727
5 0 -10.930970448700796
5 2 -23.92646595791232
5 3 15.46525520380564
5 4 -2.1338361889373645
5 5 -2.331967134251276
5 6 -20.83042117645362
5 7 14.635308081187755
5 8 9.983641286263024
6 1 -21.443421044301754
6 2 -19.422832121466218
6 3 -29.740078226649448
6 4 -14.658640855927414
6 5 -14.61732568806216
6 6 -5.255038531887851
6 7 10.928404449854606
6 9 3.293095832600094
7 0 -10.567848475707912
7 1 7.161222532476084
7 2 -20.063627347228408
7 3 24.20370543589182
7 4 11.237991794036937
7 6 15.28317312648809
7 7 1.440755968184698
7 9 -3.32849325711632
8 0 -20.748844351114947
8 1 -11.215313129473198
8 3 3.746133706935784
8 4 1.0490910941471365
8 5 2.0112161417261003
8 6 -24.117420620121365
8 7 -13.071938178374868
8 9 9.097451781362855
9 0 5.303522651310466
9 1 -30.145027691808025
9 3 8.221642749402754
9 4 2.9911649003813032
9 7 -0.9344059475329747
9 8 14.046516230713696
9 9 6.1803952016549575
