100 100
0 0 -17.478581677351382
0 1 -0.46034570115834833
0 2 -25.188268087158697
0 3 -10.407938082876324
0 4 -3.74099410260565
0 5 8.052710187021582
0 6 -4.901993731839234
0 7 8.97252536832836
0 8 -2.129938056949785
0 9 2.235633201835062
0 11 30.240620361154534
0 12 23.73130821071671
0 14 -28.206992315982138
0 17 -12.436424528391514
0 18 -23.54516552044879
0 20 -20.998396097254936
0 21 -16.642247228776014
0 23 -2.5135039900051748
0 24 -13.376780398594395
0 25 -5.9385522533539055
0 28 15.849598665447225
0 31 10.729896718427044
0 35 -17.432518365790564
0 36 -11.135817189301862
0 38 -25.472085258902574
0 40 -1.3856662081772475
0 41 8.181240541808924
0 42 -6.870400494005347
0 43 16.652725279561345
0 45 14.270391635524902
0 46 -34.05819304786089
0 47 -12.26461659823119
0 49 0.8295319845265204
0 50 9.491435269062151
0 51 4.442598276231403
0 52 -12.439732852610588
0 53 14.08176764049256
0 54 10.426712412524568
0 55 -11.61876980538414
0 56 -15.031855759247378
0 57 3.6333574986504984
0 59 2.0617364461851024
0 61 -24.251309326177484
0 62 -0.9997789546996884
0 63 12.710360495967844
0 66 -3.115196611061604
0 67 8.816195165713422
0 70 0.5223054909289497
0 73 14.725140769021127
0 74 3.172549093650866
0 75 -0.4763804082741765
0 76 6.359563940487796
0 77 -1.3749851713160488
0 79 -9.835867478207708
0 80 -5.617151298717604
0 81 15.42236695922503
0 82 22.913813268930145
0 83 13.75597915584576
0 84 1.5564027619947658
0 87 23.564616963395473
0 88 -40.5024241668714
0 89 -29.65861287473494
0 90 16.28844897339579
0 91 9.771927987111242
0 95 -22.107535735764067
0 96 -5.636213275461121
0 97 19.642982948644054
0 98 -2.8377627948638953
0 99 -6.4052892060431486
1 0 -5.266007035720313
1 1 6.701902230780955
1 5 1.261588500896298
1 6 -7.446158132815014
1 7 7.586016374447169
1 9 7.258054883417569
1 10 -9.440097220637906
1 12 -7.6508680432773
1 13 4.486159301420166
1 15 14.475502550437767
1 16 2.8169445359418925
1 19 1.1906924269416164
1 20 16.26834805876537
1 21 1.9022240247216213
1 22 -14.094084592176038
1 23 -11.636106604527615
1 25 26.044674716316333
1 28 10.36311849886465
1 29 -21.862130783043703
1 30 7.033855442782054
1 31 9.163322583980937
1 32 -3.182414077884785
1 34 -1.2955639945101731
1 37 -5.551837097778376
1 38 15.066499280165457
1 39 -12.384017473549067
1 41 1.1939999606373002
1 42 -20.23584758550192
1 44 -12.702718334832236
1 45 15.29149894140362
1 47 12.599038937304513
1 49 1.967659575979031
1 50 3.4259767836433292
1 52 14.535911444852903
1 55 -14.692935122824927
1 56 -19.793394057453337
1 57 3.4128685772362415
1 58 -1.3749162164500164
1 59 5.596825518388597
1 60 8.968303989937048
1 61 -19.363527654988385
1 62 25.131095643501464
1 65 5.34024231574703
