100 100
0 1 2.510712389382848
0 5 1.1330462331640974
0 6 -18.15093190965182
0 7 11.51165191089549
0 8 7.019393022541695
0 9 -0.9340115660277231
0 10 22.985220933487415
0 11 -3.0362964869818185
0 12 6.7819958921311425
0 14 -14.250071061102846
0 15 -8.845622048416066
0 16 27.615385963988516
0 20 -12.659899741658421
0 22 3.1135168618161724
0 23 0.15494341523223487
0 24 -5.804181557675745
0 25 10.508924979937944
0 26 -11.801064502732459
0 28 19.43366367362871
0 29 17.979991496918927
0 30 5.446909935166168
0 31 -12.511384213248691
0 32 -12.5990733050268
0 33 -11.687673814347095
0 34 4.059770176858764
0 35 20.49578790009039
0 36 12.647687063401074
0 37 -21.554722136193977
0 38 7.256722846091586
0 39 -7.470486794500132
0 40 -11.398501172998795
0 42 -5.4077039583937765
0 43 -2.1887777958695285
0 45 24.801556425083593
0 46 4.131156641323171
0 47 21.451389546620096
0 48 26.97003501272797
0 49 9.348154165706475
0 51 -13.372494745089975
0 52 26.10177231479233
0 53 -6.084599612452238
0 54 17.575532921994537
0 55 19.119229717298477
0 57 13.134527958874296
0 58 -17.246219398690467
0 60 11.366732120939007
0 61 -14.33529232258318
0 63 -12.866175676938786
0 64 0.19736299058543447
0 65 -8.726007275462273
0 66 13.105684026662225
0 67 -13.772839453986457
0 70 24.543809657750714
0 71 -21.257422268911508
0 72 1.3277659495701597
0 73 10.796907074396259
0 74 9.191508100388168
0 75 -2.1073395820265786
0 76 12.47832760507107
0 80 -23.820378186302086
0 81 19.866594844215456
0 85 22.735926733196703
0 86 11.373600405761765
0 87 -21.426302811398912
0 89 20.918434615288668
0 90 0.10754234278262355
0 91 -4.580538028543878
0 93 5.531982078636635
0 94 31.251113259381654
0 95 5.716881006953873
0 97 37.25844375933454
1 1 -4.054290647716943
1 2 18.843086098161795
1 3 -4.345971393657933
1 4 3.993636023754214
1 6 -12.469609479290067
1 7 -4.994613253002934
1 9 -19.963985561737992
1 11 -6.144978075406107
1 12 16.26853615115139
1 18 2.1044835060722784
1 19 14.520996632641786
1 20 1.878204593543811
1 21 10.259398001692574
1 24 10.962151220735976
1 25 -0.4125974976073275
1 27 -5.909759223108238
1 28 -38.94618274792185
1 29 -12.153743471053518
1 31 -3.732524462849837
1 32 22.57706858352006
1 34 46.038512685288765
1 35 -8.216439205990671
1 36 44.35168925737424
1 37 3.256560485423731
1 38 -12.280581369832479
1 40 -3.6254755210891814
1 43 -23.35029942564331
1 44 -13.740801114651537
1 45 -3.821540724283514
1 46 -3.9379581900000686
1 47 7.7800708338380025
1 51 -3.5643668823344328
1 53 15.857302168604763
1 56 -3.9317427044202704
1 57 1.2097035720640812
1 58 -6.193740617107558
1 61 19.872376107466103
1 64 24.00333215211305
1 66 -19.357920172492147
1 67 -14.59791674797079
1 70 6.8194150511562075
1 71 -25.146414520414453
1 72 -11.178518880701505
1 73 -10.922742613032774
1 74 -15.519601657747602
1 75 -10.609142774099476
1 76 -2.9238901346095627
1 79 -0.4315039970312954
1 80 -0.4784144386409832
1 81 3.056376612585621
1 84 7.484990867116339
1 85 0.7387666502625483
1 86 2.0445541226527837
1 87 0.9898831097101635
1 90 -15.751795607514588
1 92 -1.593270291740406
1 93 -8.531751698319423
1 94 0.08222739960235642
1 95 9.869816738797125
1 96 9.326065162596683
1 97 4.607967258085532
1 98 -10.18408475793358
1 99 5.160471708810358
2 0 3.81302790854125
2 1 -10.255344915476092
2 2 -2.715034858160099
2 3 -2.021936468869126e-05
2 4 -9.36105508836218
2 6 -4.623334529482351
2 7 7.272897860753766
2 9 7.419561174757011
2 10 14.573124172725825
2 11 17.635866252630386
2 12 -10.280059780888775
2 14 -9.955216924878338
2 16 4.766225585491395
2 17 7.254443709228994
2 18 18.31517343608463
2 19 20.3446597123259
2 20 8.420771094445264
2 21 -5.530936871243228
2 24 2.706186054333061
2 25 -13.353677450246918
2 26 -8.332150598423024
2 28 2.488282215406256
2 29 -2.2130230501686707
2 30 0.8463466273527694
2 31 8.599273143556662
2 32 -17.860675894077566
2 33 -27.083690153179983
2 34 -4.062108429872723
2 35 -12.269285964784576
2 36 17.273935673918967
2 41 15.13936585685813
2 42 9.06316342408044
2 44 7.533081882529225
2 45 -13.554355515099628
2 46 -2.9352261604439764
2 47 23.54158270106905
2 48 12.474414462278494
2 49 -19.866128152571303
2 50 14.59046406605851
2 52 17.17524199032153
2 53 -18.862575476585125
2 54 -29.78369316015846
2 55 6.3149840576961624
2 56 3.304177603307282
2 57 -1.0765245317224306
2 59 4.567350302675674
2 60 2.6448612683125634
2 61 -4.49376730787564
2 62 0.16581034226620564
2 63 -22.14403978622225
2 64 4.679632443860526
2 65 -12.924521023180139
2 67 18.55128040275659
2 69 -0.0017613249417614365
2 71 0.01748672202983837
2 73 -7.636101839050316
2 74 5.425591279598754
2 75 -21.32006648369086
2 79 -13.959390846178769
2 82 -0.1776660684620775
2 83 0.5592185509503897
2 84 3.6144055634882766
2 85 -33.929145642754435
2 86 26.99742281632893
2 87 -2.0082103932495627
2 89 -20.240724736257732
2 90 -16.01179902525379
2 91 -1.0996857217748721
2 92 -6.564505038608095
2 93 -15.857112714048776
2 94 26.29967546014373
2 95 10.642641586361924
2 96 22.0291865110361
2 97 -23.002697598169664
2 98 -18.78448301641989
2 99 3.709849516627659
3 0 19.360996246178214
3 1 24.73439947867961
3 3 4.1206822273158235
3 4 8.487665679778495
3 8 13.863526070150096
3 9 -23.829175324889906
3 10 -2.9341560410596097
3 11 47.807708221025436
3 12 -9.283460568075668
3 13 5.305946107255435
3 14 -10.698013020446338
3 15 8.753806876986895
3 17 8.04396362394103
3 18 -24.22243910432289
3 19 -3.9947142410538072
3 20 19.827931053674515
3 22 9.588542110204015
3 23 25.16180503101115
3 24 -13.178573515010322
3 25 -18.95914715600211
3 27 5.2376554298970195
3 28 28.053068009326008
3 29 5.54259963661908
3 32 -5.003098703506199
3 35 -5.151752856496014
3 36 15.30695805074058
3 37 11.033687295806436
3 39 16.886324911967073
3 40 10.615548526009967
3 41 -18.09662790498445
3 44 12.363882587559111
3 46 -2.2764288271486457
3 47 15.7333432663252
3 48 0.8680030571039357
3 49 -15.737773739515044
3 50 7.053026690404739
3 51 -5.791286606479426
3 52 14.55359473259306
3 53 -16.801561150055665
3 54 11.650475837701117
3 55 -6.143876258756213
3 57 4.736304746620403
3 60 -28.818049766304796
3 61 12.86910178862338
3 63 -21.22227198685404
3 64 -10.211220067147128
3 67 11.898607389173641
3 69 2.1177758536387317
3 70 8.127525997827997
3 71 -21.435732277822208
3 72 22.876500695219498
3 73 -36.605206093508606
3 76 3.0565634010926805
3 79 -16.517474820414037
3 80 23.671441590967223
3 81 -20.963428426010083
3 82 10.2655328357856
3 85 -10.027124908267627
3 87 20.70722496128407
3 90 -6.093135120518531
3 93 -15.122438336139206
3 94 4.229681749767542
3 95 -12.56561874789544
3 96 -19.09658435787053
3 98 27.88545113569326
3 99 -5.0161778886257045
4 0 -9.149879340614197
4 3 -15.632144013831365
4 4 4.551868772025664
4 7 -3.937431963705846
4 10 13.717514671289887
4 11 -4.795763273655474
4 12 16.370609596250482
4 13 -14.61491576318792
4 14 29.815332465633972
4 15 16.19395895315159
4 16 -10.40993436747684
4 18 -2.568620368120153
4 20 11.391378313767094
4 21 -13.799509684689145
4 23 0.4451380066801286
4 24 -12.640372250655489
4 25 23.55214211168353
4 27 -16.815630520114556
4 28 -5.573906891243926
4 29 -4.810513898847563
4 30 13.572062602014713
4 33 36.3534757006491
4 35 16.757814729245407
4 36 1.5430220625140085
4 37 -12.799773960957138
4 38 9.243919913598388
4 39 -17.81643194311612
4 40 2.8038855597507637
4 41 -38.579848621218716
4 42 -35.18218383220487
4 43 25.43103484251927
4 46 21.942076678855916
4 48 12.2511936536631
4 49 -4.46865443148505
4 50 -20.384595292816464
4 51 2.7079668850602596
4 53 8.477043754580718
4 54 14.950043640252089
4 55 17.30903476315782
4 56 -9.335586628339295
4 57 4.668161857593289
4 58 17.157096941049325
4 59 18.668131504565935
4 60 5.284622391309005
4 61 -1.7331024580244392
4 62 -0.12704396571364313
4 63 -0.7022511065300175
4 64 3.4564468760502933
4 65 8.677097756575138
4 66 -9.321850383511096
4 68 -8.711504834042152
4 69 -15.4286143229953
4 70 -0.6233341328345937
4 72 9.413952445495564
4 73 7.742598408420266
4 75 -21.260875271585714
4 77 5.519619607802839
4 78 -25.38303907509225
4 80 -7.466956513328147
4 81 -2.1718597271530977
4 82 -4.889481883556215
4 84 -0.9173712828001377
4 85 -6.549688634062559
4 86 -21.50838300955221
4 87 3.4653167459801195
4 88 7.9449997249986595
4 90 10.743654614084733
4 91 12.437447196564111
4 92 7.886298701679342
4 93 9.570783661771538
4 94 -10.103942624145587
4 97 -10.359588902760779
4 98 3.847702879117912
4 99 2.5976611064970117
5 0 10.836587538794817
5 2 -8.396046730985155
5 7 -1.044183255567645
5 8 -29.667935461487204
5 9 26.51126479537259
5 11 -7.081160692519226
5 13 -19.535123208472317
5 16 21.370413889520876
5 19 19.18677200958323
5 21 33.939134357891014
5 22 -27.196056497229172
5 23 -4.904052964408656
5 26 -1.5143981040290448
5 29 -8.370430891158746
5 30 -17.416645905858537
5 32 19.56099512416841
5 33 -0.34828322902722414
5 34 -38.025128719335996
5 35 -8.287740239580131
5 36 38.88448070808615
5 38 -1.145816117311355
5 39 22.06337226032133
5 41 7.545237066819742
5 42 16.995143073384796
5 43 -4.669498050239069
5 44 -17.217265363049567
5 45 -18.654531017726153
5 46 -3.3595745611711534
5 47 -1.4013794586354122
5 52 12.272854461446716
5 57 11.602214275054841
5 59 -6.137903126391635
5 61 -2.810727028494145
5 62 2.6813666768464706
5 63 -17.56916702272413
5 68 -7.100639890775077
5 71 10.283239967268269
5 72 25.76670850519401
5 73 -32.96776417458287
5 76 1.5321903848424527
5 77 -15.317383558863565
5 78 19.250178703533365
5 79 18.944897382334233
5 80 -12.057159483653908
5 81 -17.843824414336108
5 83 -10.182297019905885
5 84 7.516286703168096
5 85 14.442417139704219
5 86 -6.985120615265353
5 88 5.219791897241599
5 89 -14.506395147878083
5 90 -0.72871206307212
5 91 -10.063621355847928
5 92 -5.00353452702105
5 94 20.40065549001977
5 95 15.572477180916188
5 96 24.264439943664318
5 99 13.172485621321478
6 0 -0.34375905927107664
6 4 2.926343686431868
6 5 -42.688333299239105
6 6 -15.85169586787644
6 7 -15.201815303065247
6 9 -10.845402493108189
6 10 37.03069698053278
6 11 10.36600625659647
6 12 20.492437564849958
6 13 -14.385994330694237
6 14 12.023574653685504
6 15 18.562673168861636
6 16 -1.6260577785287091
6 17 0.7875099683609391
6 20 -3.887420709636689
6 21 -24.905499679525523
6 22 18.949372355099207
6 23 14.196170939713978
6 24 15.350491959390517
6 26 12.66883021481696
6 27 2.685314434995703
6 28 -11.373602010910398
6 29 -10.407731365037522
6 30 1.3046716447627567
6 31 -1.2320800660336806
6 32 -2.981452864730465
6 33 8.930943734521971
6 34 24.567349521697565
6 35 1.626215047589828
6 39 -10.77507617336291
6 40 -15.165105573138106
6 41 -12.85577369211224
6 44 -10.874536638533804
6 46 0.21561946913721228
6 48 13.248848437026538
6 49 2.252109672729451
6 52 7.331760279735799
6 53 -38.06028532464478
6 54 -12.990623898704785
6 56 23.0710748011296
6 57 -33.69230296944027
6 58 2.47029607016155
6 59 -10.417349316592537
6 60 -1.8417646834617665
6 61 -11.171356313030328
6 62 11.871412860210494
6 63 -11.955645685578725
6 65 -6.633719951440635
6 66 15.46166805086867
6 67 -17.55187421089559
6 68 -15.528310899514992
6 71 -9.73508751871374
6 73 -11.544665612624868
6 74 1.684104254056644
6 77 -10.16730561767207
6 78 -24.01172794702558
6 79 6.52822155059172
6 80 16.111361849328993
6 81 34.72966744946752
6 84 19.377134116355602
6 85 3.8348226585180303
6 86 -14.733134263840972
6 87 -15.635968938745325
6 89 18.20073239156238
6 91 -17.26967066079226
6 92 -22.47532640784023
6 96 12.361434927005597
6 98 -17.955361541458075
6 99 6.375740913933802
7 0 2.264382181481105
7 4 7.626866142175157
7 5 -6.8948045260171025
7 6 -3.9843235208402823
7 7 -4.820972658126268
7 9 -5.10106504545001
7 11 -14.85735922365573
7 12 -12.151565508213093
7 13 -22.76690508510591
7 14 27.118479477459722
7 15 -15.914822383078315
7 16 21.477480794808784
7 17 -12.02420634039309
7 18 11.25055839405542
7 21 -15.469381558652358
7 22 -23.0417302774945
7 29 22.343873072701214
7 30 12.113929749516494
7 31 16.71415179821193
7 32 6.485560178760309
7 33 -9.02397375552787
7 34 8.965451685619833
7 35 3.4329816981714685
7 36 7.84541178728042
7 37 17.580991527121082
7 38 -21.744598629306626
7 39 7.732917807890714
7 40 0.4133394746363003
7 41 -6.885104370101639
7 42 15.377269745445766
7 43 -23.69322802381906
7 44 18.85670973767839
7 45 -8.137329194964481
7 47 3.242648151393551
7 48 -2.5467979737908943
7 49 5.785157913146409
7 50 10.264231003243832
7 52 -12.431561630024875
7 53 8.011946890167819
7 54 -27.21363893239504
7 55 16.463801176361358
7 57 -4.6747028854377595
7 58 -17.757125171241498
7 59 -0.1416496732940096
7 60 -2.4016069280507994
7 61 -10.808475088455756
7 63 0.29196186795251117
7 64 0.1103099361665745
7 65 5.693725380296486
7 66 -5.860180076031026
7 67 8.19934266459275
7 71 -13.877836928454261
7 72 -15.650249095291452
7 74 2.3879048447598126
7 75 -6.481674002940644
7 76 10.6565975878522
7 77 18.802347881029768
7 78 8.357183921763859
7 79 -13.349686735956862
7 80 -14.654933328939928
7 81 -1.7337508906045536
7 82 8.479625917995042
7 83 -14.996552053091815
7 85 6.270857786520882
7 86 3.6466152992006284
7 87 -16.26695693799978
7 90 22.883361967006497
7 92 5.115027552081681
7 93 11.670147886620692
7 94 -5.182725123006243
7 96 7.623882167376028
7 97 18.514217180952603
7 98 -8.090858551811289
7 99 -9.215705671116394
8 1 -9.255484347354558
8 2 -21.91323871003793
8 4 -4.905252167565529
8 5 7.6395419807027025
8 6 15.42609103674818
8 7 0.47764308693213603
8 8 30.957837949670452
8 12 -14.17093730403671
8 13 14.452535301989927
8 14 20.269690429264358
8 20 -18.860450615664465
8 21 -32.18916646989106
8 22 0.36519987517973396
8 24 -14.273557610876676
8 25 -44.225476885947785
8 26 -6.586248027778429
8 28 -6.131003901055151
8 29 11.19403346474372
8 34 -4.288289598346549
8 36 -9.588107303529751
8 37 6.3937565758060195
8 38 4.343043801781181
8 40 9.149181173842432
8 42 25.20193768734213
8 46 7.119714410880901
8 55 6.83031036819255
8 57 -12.09736747917419
8 60 8.18042116792535
8 61 -35.239461882725166
8 62 0.6499466405332861
8 65 -4.601986158513346
8 66 -24.084411913415487
8 67 -14.030638103062369
8 68 -3.046058474774023
8 69 11.102889630986862
8 70 -24.848615540202825
8 71 -5.12629724735027
8 72 -0.6491547048435042
8 73 -9.750090690057851
8 74 2.4465691108421486
8 75 -14.069776930423716
8 77 -23.72680909691993
8 79 27.1024834062566
8 81 0.21700883924493378
8 82 9.766657750780103
8 83 -37.98650466778806
8 84 -11.462841354120346
8 87 10.61565273959787
8 90 -29.335807031915273
8 92 14.636187500342364
8 93 5.058685933039465
8 94 -29.156795269264116
8 95 2.058667507602525
8 97 -8.801124143487744
8 98 22.582739812701213
8 99 7.628970998350853
9 1 1.9576370525111857
9 2 -10.886867357661519
9 3 -3.0961142921543456
9 4 -12.720093446566636
9 5 -5.507505131484354
9 6 -4.49248193230478
9 7 3.9735696720674856
9 8 -2.4055440994929005
9 9 -7.57868382490873
9 11 8.93668026475948
9 12 4.055948457854035
9 14 6.0418897477851665
9 17 -11.895186766991662
9 18 1.983688573747184
9 21 -43.200074789336824
9 22 3.7959177898403733
9 23 -23.4611495052662
9 24 9.111047421163828
9 25 -16.295090971724054
9 26 -34.30820903655737
9 27 -19.154166118068346
9 28 9.48379332614445
9 29 -10.232541498896078
9 30 24.441387572537955
9 31 24.81212553864559
9 32 -1.2209394265040605
9 33 -10.612826386686255
9 34 19.175941071937782
9 35 -27.731684152014314
9 36 0.929775974432061
9 38 -22.194409937840895
9 39 20.990092424004747
9 40 7.200490596027733
9 41 14.178677380371225
9 42 6.083147534727357
9 43 -16.245596684796066
9 44 -2.8611364155223593
9 46 -3.087033215300707
9 48 -9.450686898865097
9 49 12.691836668557487
9 50 -0.9143105845997632
9 51 -17.47281671789461
9 52 11.0906522141225
9 54 12.816238198548369
9 55 18.207915503022686
9 56 14.995685133068019
9 57 2.6670073043757747
9 58 8.830224698916165
9 59 1.218078457855028
9 60 22.178248892586844
9 61 -20.443922503206153
9 64 -19.850851444444796
9 66 7.6450854546033655
9 67 10.92227450658285
9 68 1.1647400303806077
9 69 6.28387298175359
9 70 27.419552901899454
9 71 9.557356150278212
9 72 6.989044971190016
9 73 -3.0269474944059187
9 74 5.489818783146893
9 75 -7.628037170694943
9 76 25.45732606680628
9 78 4.711488091205919
9 79 3.718398074535818
9 81 -1.9080220503592786
9 82 -15.555744266217038
9 83 -4.551029566455314
9 85 -0.2958662208945366
9 88 7.2246584920402865
9 92 10.820043269769483
9 93 -11.113824903199557
9 94 2.68724797474119
9 96 22.410772229764955
9 97 -22.439645990453208
9 98 -9.330169845855837
9 99 31.32443354018275
10 1 11.471084635975005
10 2 11.618442773989463
10 3 8.07307659528299
10 4 -24.472569409648717
10 5 -18.109167517578516
10 7 10.506641275813063
10 8 34.51440107556623
10 9 43.05899801215742
10 12 11.215626901371715
10 13 5.600380484394828
10 14 27.68829791180713
10 15 -14.445048128367468
10 16 -6.953988855861878
10 17 11.813514513694257
10 18 -12.011693309586715
10 19 14.26824936838888
10 21 -13.686484945458295
10 22 -19.381593572162725
10 23 6.749958080102076
10 24 -19.061920800973187
10 25 4.012345374733096
10 26 -4.0500010291603195
10 27 3.9676032192251314
10 28 -6.085043756297555
10 29 -0.03989928394768395
10 32 25.444834796388555
10 34 1.1249059984995025
10 36 23.705791037677972
10 37 12.31680340547701
10 38 35.8932219158732
10 39 -24.605465634797078
10 40 22.613269840539303
10 41 -25.20485466641497
10 42 -11.230385717097723
10 44 4.0976906687575525
10 45 18.844097359556873
10 46 0.4296194547149618
10 47 5.164234095614246
10 48 1.439870210329305
10 49 6.872428581447753
10 50 19.133192602098905
10 51 3.461285810623418
10 52 4.371097057676674
10 53 21.4564752609151
10 54 -16.40727800533736
10 55 -8.06638838466657
10 56 3.8029623511215003
10 57 -12.47283700544591
10 58 10.467692817253118
10 60 -32.94097785912148
10 61 24.143825906742887
10 62 22.300306620888804
10 63 7.8571238294471115
10 64 -0.7297712426092604
10 65 -12.767071885751978
10 66 -16.17219073354852
10 67 -18.996553205408027
10 68 -8.959368263243256
10 69 4.262639577885816
10 70 41.83469422191124
10 71 -4.695445109003207
10 72 5.137126879319773
10 73 -6.332523842504197
10 74 12.551517612321103
10 75 -8.960236251157149
10 76 -6.186798274379748
10 77 -15.67022595295096
10 78 1.3560010034563095
10 79 -3.1244426633363456
10 80 25.797496341680326
10 81 -3.1136874927996523
10 83 -10.045139222966311
10 84 -16.48616052148248
10 85 -8.551194077299792
10 86 5.237913987060634
10 87 0.6336650654545989
10 88 -1.4955180375903419
10 89 10.648892198755256
10 90 -2.2950212340724523
10 92 -17.976923665216294
10 93 19.048587163212954
10 94 -4.644191428720791
10 96 13.917685139611782
10 98 9.504285844967688
11 2 31.195120918186984
11 3 9.223034794074936
11 4 36.49262770288035
11 5 -2.613097097101008
11 6 -4.713636447812386
11 7 -26.826094458012403
11 9 1.962332015840208
11 11 8.086058995125576
11 12 6.865302495632774
11 13 7.497027370101789
11 14 31.797916271128713
11 15 -2.456781627419053
11 16 -18.98267550091079
11 17 7.2557414455081375
11 18 -18.177483739833825
11 19 2.2985331550538235
11 20 9.752729528875994
11 22 -7.653005950520163
11 23 -0.8659243809644759
11 24 -15.971936220255273
11 25 -3.755782613881296
11 26 22.479865221260255
11 32 -7.128334339873818
11 33 -1.4557248365751465
11 34 -33.49162933962303
11 35 35.28189734255893
11 36 15.902752450720019
11 37 -12.41216527956007
11 38 8.376657238943357
11 39 5.35909502059659
11 40 8.653239957208003
11 41 -7.414893372089833
11 42 -13.951532252793152
11 43 -18.8886572138192
11 45 10.531202184433987
11 46 19.378871765198866
11 48 -2.541013840472525
11 49 16.08424037106101
11 50 -9.406719359717998
11 51 -2.9935078691513795
11 53 1.9870115450023265
11 54 16.884353115479144
11 55 12.654436422147178
11 56 -12.819428814576991
11 58 -13.106772236884133
11 59 15.007466321548208
11 60 3.093793221591216
11 61 0.30616686448980673
11 64 -8.701143771182785
11 66 -1.582437143969239
11 68 13.520393230287585
11 71 -1.2679059589625141
11 74 -7.660376820393356
11 75 8.541351302893469
11 76 11.049686169316782
11 77 -10.313295289312371
11 78 24.18483939507792
11 80 -14.080808642197557
11 82 -1.320008754250995
11 83 14.362439619025785
11 84 -5.380588173851676
11 85 -8.252375221691759
11 86 -26.483887129288096
11 88 14.825419665494586
11 89 -10.350904727401211
11 90 12.866873861284107
11 91 4.170034937647067
11 92 3.9858535630414407
11 94 -22.119295438664096
11 96 5.1038596419404705
11 97 12.517900390791464
12 0 8.409625009483726
12 1 13.723008093491362
12 2 24.991895035303468
12 3 10.500192595463192
12 4 27.834641657792027
12 6 8.268547804041233
12 7 4.615267159148968
12 8 -23.920230587163744
12 10 -11.57621428835746
12 11 -4.228264880565622
12 14 2.58877206648733
12 15 15.820461775428402
12 16 13.984818457776978
12 17 -23.08313829619979
12 20 0.3275697902559892
12 21 13.31644222541411
12 22 -6.1207406036511305
12 23 6.864557832335871
12 24 1.2319869684021927
12 25 -9.063312120298347
12 26 -22.4197252191645
12 27 -7.044684679470308
12 28 9.293712393658579
12 29 26.287370888844244
12 31 19.736506307884763
12 32 23.381443288858605
12 33 5.109872463762697
12 34 25.830203206667846
12 35 11.5979261488045
12 37 20.139983860927092
12 38 12.935678883213674
12 42 -5.610724077108479
12 43 1.8083369470410988
12 44 30.640032896047387
12 45 30.497819209670233
12 46 -12.62907258316412
12 47 -7.513890309369871
12 48 -1.443668954517417
12 50 -16.140131964423446
12 51 -18.34271537743559
12 52 15.409465354122755
12 54 1.8685090399459467
12 56 -2.6277916580155516
12 57 -2.893524064836955
12 59 -36.99650455597311
12 60 -24.49975463742928
12 61 -16.717144390930642
12 63 3.8540044087555074
12 66 10.64525592326547
12 70 -3.887773607774663
12 71 -4.122040705620234
12 72 0.35070128973274317
12 74 -14.337605733905521
12 77 18.67465104357667
12 78 2.29028182395631
12 79 -1.1112924593692137
12 80 21.775185139408936
12 81 0.10688305434546558
12 82 -19.499687584929816
12 83 7.954431850983024
12 84 8.380678617089517
12 85 -6.379805521340038
12 86 -18.709073833096014
12 87 -4.755201009453305
12 88 -16.47863584459284
12 90 5.692104309973338
12 91 -10.152883227304189
12 92 -4.6877065299570315
12 94 -0.9554284913886395
12 95 5.037783912652517
12 96 -4.194324147713803
12 99 25.1643781962249
13 2 -1.6403900893244578
13 3 43.94082798701737
13 5 -8.176477766206196
13 6 -3.3116069098808794
13 8 43.798588513437394
